"namespace","term","iri","label","label_ja","type","status","replaced_by","use_at_bio_database"
"dwciri","reproductiveCondition","http://rs.tdwg.org/dwc/iri/reproductiveCondition","Reproductive Condition (IRI)","繁殖状態","Property","valid","","false"
"dwciri","sampledSubstrateCategory","http://rs.tdwg.org/dwc/iri/sampledSubstrateCategory","Sampled Substrate Category (IRI)","採取基質分類","Property","valid","","false"
"dwciri","sampledSubstrateLayer","http://rs.tdwg.org/dwc/iri/sampledSubstrateLayer","Sampled Substrate Layer (IRI)","採取基質層","Property","valid","","false"
"dwciri","sampleSizeUnit","http://rs.tdwg.org/dwc/iri/sampleSizeUnit","Sampling Size Unit (IRI)","試料サイズ単位","Property","valid","","false"
"dwciri","samplingProtocol","http://rs.tdwg.org/dwc/iri/samplingProtocol","Sampling Protocol (IRI)","採集手順","Property","valid","","false"
"dwciri","sex","http://rs.tdwg.org/dwc/iri/sex","Sex (IRI)","性別","Property","valid","","false"
"dwciri","siteNumber","http://rs.tdwg.org/dwc/iri/siteNumber","Site Number (IRI)","地点番号","Property","valid","","false"
"dwciri","taxonFormula","http://rs.tdwg.org/dwc/iri/taxonFormula","Taxon Formula (IRI)","分類群式","Property","valid","","false"
"dwciri","toDigitalSpecimen","http://rs.tdwg.org/dwc/iri/toDigitalSpecimen","To Digital Specimen","対象デジタル標本","Property","valid","","false"
"dwciri","toTaxon","http://rs.tdwg.org/dwc/iri/toTaxon","To Taxon","対象分類群","Property","valid","","true"
"dwciri","typeStatus","http://rs.tdwg.org/dwc/iri/typeStatus","Type Status (IRI)","タイプ標本の状態","Property","valid","","false"
"dwciri","verbatimCoordinateSystem","http://rs.tdwg.org/dwc/iri/verbatimCoordinateSystem","Verbatim Coordinate System (IRI)","原記載どおりの座標系","Property","valid","","false"
"dwciri","verbatimSRS","http://rs.tdwg.org/dwc/iri/verbatimSRS","Verbatim SRS (IRI)","原記載どおりの空間参照系","Property","valid","","false"
"dwciri","verticalDatum","http://rs.tdwg.org/dwc/iri/verticalDatum","Vertical Datum (IRI)","鉛直基準面","Property","valid","","false"
"dwciri","vitality","http://rs.tdwg.org/dwc/iri/vitality","Vitality (IRI)","生存状態","Property","valid","","false"
